,Complete,Decision,Received,Sent
reed13,0.0,0.0,0.0,0.0
reed1441,0.111111111111,0.888888888889,0.111111111111,0.888888888889
reed278,0.0,0.0,0.0,0.0
reedaroo22,0.125,0.0,0.125,0.625
reedie,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118
reedj5,0.0,0.0,0.0,0.0
Reedobandito,0.0,0.0,0.0,0.0
reedy174,0.0,0.0,0.0,0.0
reefertx,0.0,0.857142857143,0.0,0.0
reekhavok20,0.555555555556,0.333333333333,0.0,0.0
reela,0.0,0.0,0.0,0.0
reelbgpunk,0.0,0.0,0.0,0.0
reenabrar,0.0,0.0,0.0,0.0
reenaneelam,0.0,0.0,0.0,0.0
reenie,0.125,0.75,0.125,0.75
reeny5,0.0,0.0,0.0,0.0
reenz6tenn1,0.0,0.0,0.0,0.0
reese2005,0.0,0.0,0.0,0.0
reese5641,0.0,0.0,0.0,0.0
reesejuice,1.0,0.153846153846,0.0,0.0769230769231
Reesemill,0.818181818182,0.0,1.0,1.0
reeseredz,0.0,0.0,0.0,0.0
Reesespbcup,0.1,0.1,0.2,1.0
ReesesPieces,0.818181818182,0.727272727273,1.0,1.0
ReeseTurner,0.0,0.0,0.0,0.0
reese,1.0,1.0,0.0,1.0
reevesb2,0.0,0.0,0.0,0.0
reeves,0.0,0.0,0.0,0.0
refelktor,0.0,0.0,0.0,0.0
refocused26,1.0,1.0,1.0,1.0
ReformedHacker,0.0,0.0,0.0,0.0
ReformedSlacker,0.0,0.0,0.0,0.0
reformed,0.545454545455,0.909090909091,0.0909090909091,1.0
refuse2surrender,0.0,0.0,0.0,0.0
regalandlegal,0.0,0.0,0.0,0.0
regan02,0.0,0.0,0.0,0.0
reganadamson,0.0,0.0,0.0,0.0
regananne,0.6,1.0,0.6,1.0
regatta,0.0,0.0,0.0,0.0
RegeraDowdy,0.0,0.0,0.0,0.0
regerla,0.0,0.0,0.0,0.0
Reggaeboy,0.0,0.0,0.0,0.0
reggaegirl,0.0,0.0,0.0,0.0
ReggieB,1.0,0.8,1.0,1.0
reggier,0.666666666667,1.0,0.944444444444,1.0
regina00,0.0,0.0,0.0,0.0
Reginald,0.0,0.444444444444,0.777777777778,0.888888888889
regina,0.0,0.0,0.0,0.0
regine03,0.545454545455,0.818181818182,0.636363636364,1.0
regmantrin04,0.0,0.0,0.0,0.0
regs137,0.0,0.0,0.0,0.0
Regular-Guy,1.0,0.833333333333,0.666666666667,1.0
regulartime,0.9,0.9,0.9,1.0
regulus486,0.0,0.0,0.0,0.0
REHC86,0.0,0.454545454545,0.0,0.0
reidcm,0.0,0.0,1.0,1.0
Reiddiaz,0.0,0.0,0.0,0.0
reidki,0.166666666667,0.5,0.166666666667,1.0
reidmacharg,1.0,1.0,0.444444444444,1.0
reido4586,0.0,0.0,0.0,0.0
reifer,0.0,0.0,0.0,0.0
reignsre,0.0,0.0,0.0,0.0
reileyporter,0.0,0.0,0.0,0.0
reillylassy,0.0,0.0,0.0,0.0
reimelta,0.0,0.0,0.0,0.0
reinabella,0.1,0.9,0.0,1.0
reinschmicker,1.0,1.0,1.0,1.0
Reisbord,0.0,0.0,0.0,0.0
reitep,0.0,0.0,0.0,0.0
RejectedBoy,0.0,0.0,0.0,0.0
rejohnso,0.0,0.0,0.0,0.0
rejoice99,0.0,0.0,0.0,0.0
rejoice,0.0,0.0,0.0,0.0
rejones1207,0.0,0.0,0.0,0.0
rekope,0.0,0.0,0.0,0.0
rekopter,0.833333333333,1.0,1.0,1.0
Reks,0.0,0.1,0.0,1.0
RElaw2010,1.0,1.0,0.0,0.0
relaw76,0.0,0.0,0.0,0.0
relaw,0.0,0.0,0.0,0.0
relentnow,0.0,0.0,0.0,0.0
relevance,1.0,1.0,1.0,1.0
relientkate,0.111111111111,0.444444444444,0.0,0.888888888889
relin999,0.0,0.0,0.0,0.0
rellek,0.0,0.0,0.0,0.0
reluctantexan,0.0,0.0,0.0,0.0
rem2372000,0.0,0.0,0.0,0.0
rema001,1.0,0.3,1.0,1.0
remadrid17,0.0,0.0,0.0,0.0
RemainAnonymous,0.0,0.0,0.0,1.0
remcc,0.0,0.0,0.0,0.0
remdvm,0.0,0.0,0.0,0.0
remington,0.0,0.0,0.0,0.0
reminiscent,0.0,0.0,0.0,0.0
REMJC5,0.2,0.0,0.0,1.0
Remote,0.9,0.5,0.0,1.0
rempli2,0.0,0.0,0.0,0.0
remuloc,0.0,0.0,0.0,0.0
remygreen,0.0,0.0,0.0,0.0
remyjs,0.0,0.0,0.0,0.0
remyzero,0.0,0.0,0.0,0.0
remy,0.0,0.0,0.0,1.0
ren12ay,0.0,0.0,0.0,0.0
renaissanceman83,0.375,0.25,0.5,1.0
renaldo310,0.0,0.0,0.0,0.0
renard,1.0,0.916666666667,0.666666666667,1.0
renayati,0.0,0.0,0.0,0.0
rendlema,0.0,0.0,0.0,0.0
Rendus,0.103448275862,0.931034482759,0.448275862069,1.0
reneeblue,0.0,0.0,0.0,0.0
reneeohikuare,0.0,0.0,0.0,0.0
reneep715,1.0,0.777777777778,0.0,0.0
reneesmc,0.0,0.0,0.0,0.0
Renegade05,0.0,0.0,0.0,0.0
renegadescully,0.0,0.0,0.0,0.0
renelle,0.0,0.0,0.0,0.0
renemagritte,0.0,0.0,0.0,0.0
RenerzSan,0.0,0.0,0.0,0.0
Renessa21,0.0,0.0,0.0,0.0
Renessa,0.0,0.0,0.0,0.0
renf0925,0.0,0.0,0.0,0.0
Renfro,0.0,0.0,0.0,0.0
rengeln,0.0,0.0,0.0,0.0
renholder,0.0,0.0,0.0,0.0
renkardenka,0.266666666667,0.266666666667,0.133333333333,1.0
renlybaratheons,0.0,0.0,0.0,0.0
renodakato,0.0,0.0,0.0,0.0
renothebest,0.333333333333,1.0,0.0,1.0
renwoshin,0.888888888889,1.0,0.0,1.0
renzvep13,0.0,0.0,0.0,0.0
Ren,0.0,0.0,0.0,0.0
reo04,0.0,0.0,0.0,0.0
reoliver1,0.0,0.0,0.0,0.0
reosh1,0.0,0.0,0.0,0.0
reospeedemon,0.0,0.0,0.142857142857,0.0714285714286
rep0087,0.0,0.0,0.0,0.0
RepentantMonkey,0.882352941176,1.0,1.0,1.0
reportergirl,0.0,0.0,0.0,0.0
reporter,1.0,1.0,1.0,1.0
Reprok12,0.0,0.0,0.0,0.0
RepSntN,0.0,0.0,0.0,0.0
repubgurl,0.818181818182,0.545454545455,0.0,0.0909090909091
Republicanwoman,0.0,0.0,0.0,0.0
republican,0.583333333333,1.0,1.0,1.0
republicephant,0.0,0.0,0.0,0.0
republijam,0.0,0.0,0.0,0.0
Rep,0.0,0.0,0.0,0.0
reqamanda,0.0,0.0,0.0,0.0
ReRaise,0.0,0.0,0.0,0.0
reresearch,0.4,0.4,0.5,1.0
RERM,0.5,1.0,1.0,1.0
res081,0.0,0.0,0.0,0.0
res1ylol,0.0,0.0,0.0,0.0
reservdog83,0.0,0.0,0.0,0.0
reshma8.94,0.0,0.0,0.0,0.0
residentemma,0.0,0.111111111111,0.0,0.111111111111
Resita,0.666666666667,1.0,1.0,1.0
resjudicata7,0.5,1.0,0.0,1.0
respina,0.0,0.0,0.0,0.0
Resqme,0.0,0.0,0.0,0.0
ressentiment,0.833333333333,1.0,0.0,1.0
Restes005,0.0,0.0,0.0,0.0
resther,0.0,0.0,0.0,0.0
RestlessInGA,0.208333333333,0.375,0.166666666667,1.0
restoration,0.0,0.0,0.0,0.0
Restored,0.75,0.75,0.75,0.75
resumeMaker,0.0,1.0,0.0,0.0
retake,0.0,0.882352941176,1.0,1.0
Retdman24,0.666666666667,1.0,0.733333333333,0.933333333333
retep416,0.0,0.0,0.0,0.0
reticent,0.0,0.0,0.0,0.0
retspmah,0.0,0.0,0.0,0.0
rettilps,0.666666666667,1.0,0.888888888889,1.0
return0,0.0,0.0,0.0,0.0
returnquist,0.625,0.75,0.875,1.0
ReturnToSender,0.0,0.142857142857,0.0,0.857142857143
retzy,0.0,0.0,0.0,0.0
reuben,0.0,1.0,0.0,1.0
Reukai,0.0,0.0,0.0,0.0
reule,1.0,0.384615384615,1.0,1.0
reup,0.0,0.153846153846,0.0,0.0
reusch,0.0,0.0,0.0,0.0
revan1986,0.0,0.0,0.0,0.5
revans5,0.0,0.0,0.0,0.0
revchav,0.0,0.0,0.0,0.0
revelof,0.0,0.0,0.0,0.0
ReverendT,0.0,0.0,0.0,0.0
reversejinx,0.0,0.0,0.0,0.0
reversesplitterftw,0.0,0.8,0.0,1.0
reverse,0.0,0.0,0.0,0.0
reviewmy-net,0.0,0.0,0.0,0.0
reviled1,0.0,0.0,0.0,0.0
RevJesseJakeson,0.0,0.0,0.0,0.0
revlawyer,0.0,0.0,0.0,0.0
revolnoce,0.888888888889,0.888888888889,0.666666666667,0.888888888889
revolution724,0.0,0.0,0.0,0.0
Revolutionary03,0.0,0.0,0.0,0.222222222222
revolutioneyes,0.0,0.0,0.0,0.0
Revolution,0.0,0.0,0.0,0.0
RevRevolution,0.0,0.0,0.0,0.0
revspice,0.0,0.0,0.0,0.0
rev,0.0,0.272727272727,0.0,0.545454545455
Rew0002,0.0,0.0,0.0,0.0
rew081,0.0,0.0,0.0,0.0
rewall,0.0,0.0,0.0,0.0
rewilco,1.0,1.0,0.0,0.933333333333
rewww,0.0909090909091,0.636363636364,0.0,1.0
rexcellent,0.0,0.0,0.0,0.0
rexman,0.0,0.0,0.0,0.0
rexofpoland,0.0,0.0,0.0,0.0
Rexposito,0.4,0.2,0.3,0.4
RexRegnat,1.0,0.833333333333,0.833333333333,1.0
rexroman,0.0,0.0,0.0,0.0
rexrus,0.333333333333,0.666666666667,0.0,0.0
rextuxberry,0.0,0.0,0.0,0.0
Rey1412,0.0,0.909090909091,0.181818181818,1.0
reyals,0.125,0.5,0.125,0.0
Reyject,0.0,0.0,0.0,0.0
reyn5603,0.0,0.0,0.0,0.0
reynolda,0.818181818182,1.0,0.0,1.0
rey,0.0,0.0,0.0,0.0
reza9333,0.0,0.0,0.0,0.0
rezbama,0.0,0.0,0.0,0.0
rezeew1,0.0,0.0,0.0,0.0
RezkoKid,0.0,0.0,0.0,0.0
rfarmer,0.714285714286,0.857142857143,0.714285714286,0.857142857143
rfaxisa,0.0,0.0,0.0,0.0
rfd5cornell,0.0,0.0,0.0,0.0
Rfein,0.1,0.7,0.9,0.1
rfeldman,0.0,0.0,0.0,0.0
rff719,0.0,0.0,0.0,0.0
rfgolfer,0.0,0.25,0.0,0.0
rfhickey,0.0,0.0,0.0,0.0
rfield,1.0,1.0,0.5,1.0
rfilippou,0.0,0.0,0.0,0.0
rfj2000,1.0,0.769230769231,0.0,1.0
rfk09,0.153846153846,0.230769230769,0.0,0.923076923077
RFL3,0.0,0.0,0.333333333333,1.0
rfleishman,1.0,0.75,1.0,1.0
rfloydfinch,0.0,0.0,0.0,0.0
rfm123,0.0,0.0,0.0,0.0
RForbusJD2B,0.428571428571,0.0,0.714285714286,0.0
RFP2010,0.272727272727,0.272727272727,0.181818181818,0.727272727273
rfphill,0.0,0.0,0.0,0.0
rfreund,0.0,0.0,0.0,0.0
rfridborg,0.0,0.0,0.0,0.0
rfukushima,0.0,0.0,0.0,0.0
rfw213,0.0,0.0,0.0,0.0
rg1985,0.0,0.0,0.0,0.0
rg3301,0.0,0.0,0.0,0.0
rga3,0.0,0.0,0.0,0.0
rgabe,0.0,0.0,0.0,0.0
rgarber,0.0,0.0,0.0,0.0
rgardne6,0.2,0.4,0.0,0.8
rgavin55,0.0,0.0,0.0,0.0
rgb0065,0.0,0.0,0.0,0.0
rgc652003,0.0,0.0,0.0,0.0
rgf,1.0,0.285714285714,0.0,0.0
rginn,0.0,0.0,0.0,0.0
rginter,0.0,0.0,0.0,0.0
rgk12,0.142857142857,0.142857142857,0.142857142857,0.857142857143
rgk234,1.0,0.5,1.0,1.0
rglanzer,0.5,0.333333333333,0.0,1.0
rgmccoy04,0.0,0.0,0.0,0.0
rgoldst,0.0,0.0,0.0,0.0
rgolds,0.0,0.0,0.0,0.0
rgold,0.0,0.0,0.0,0.0
rgordon7892,0.416666666667,0.416666666667,0.416666666667,0.416666666667
rgorman72,0.0,0.0,0.0,0.0
RGower,0.0,0.0,0.0,0.0
RGP23,0.0,0.0,0.0,0.0
RGR1417,0.0,0.884615384615,0.0769230769231,0.961538461538
Rgrah1bf,0.714285714286,0.571428571429,0.428571428571,0.0
rgreiff96,0.0,0.0,0.0,0.0
RGrey,0.8,0.0,0.0,0.0
rgrimmet,0.0,0.0,0.0,0.0
rgsuperstar,0.0,0.0,0.0,0.0
rh109605,0.285714285714,0.5,0.357142857143,0.857142857143
rh2015,0.8,1.0,1.0,1.0
rh337,0.461538461538,0.846153846154,0.346153846154,1.0
RH828,0.928571428571,0.214285714286,1.0,1.0
rhaelin,0.0,0.0,0.0,0.0
RHalconero,0.0,0.0,0.0,0.0
rhapsodyinazul,0.928571428571,0.714285714286,0.0,0.928571428571
RHarp6168,1.0,0.0,0.0,0.0
rhart112,0.0,0.0,0.0,1.0
rhassett,0.0,0.0,0.0,1.0
rhbarker,0.0,0.0,0.0,0.0
rhcadair,0.0,0.0,0.0,0.0
rhcp406,0.0,1.0,0.0,1.0
rhcp47,1.0,1.0,1.0,1.0
rheaghosh,0.0,0.0,0.0,0.0
rheard,0.0,0.0,0.0,0.0
rhekemian,0.0,0.0,0.0,0.0
rheley,0.0,0.0,0.0,0.0
rhesusman,0.0909090909091,0.636363636364,0.272727272727,1.0
Rhettjett17,0.0,0.0,0.0,0.0
rhettleary,0.0,0.0,0.0,0.0
rhgross,0.0,0.0,0.0,0.0
rhh05c,0.0,0.0,0.0,0.0
rhhsu,0.7,1.0,1.0,1.0
rhiannon0524,0.0,0.0,0.0,0.0
Rhiawyn,0.96875,0.96875,1.0,1.0
rhifgeu,0.0,0.0,0.0,0.0
rhiler,0.0,0.0,0.0,0.0
rhillson,0.0,0.0,0.0,0.0
Rhine,0.2,0.2,0.2,1.0
rhinorhino419,0.0,0.0,0.0,0.0
rhirsch,0.75,0.5,0.5,1.0
rhit2004,0.846153846154,1.0,1.0,1.0
rhit2006,0.0,0.75,0.0,0.0
RHjackson,0.384615384615,0.807692307692,0.0,0.923076923077
rhn91362,0.0,0.0,0.0,0.0
rhoats,0.5,1.0,0.375,0.625
RHochroth,0.0,0.0,0.0,0.0
Rhoda,0.0,0.0,0.0,0.0
rhole,0.0,0.0,0.0,0.0
rholt,0.0,0.0,0.0,0.0
rhombot,0.0833333333333,0.916666666667,0.75,1.0
RHood,1.0,0.625,0.75,1.0
rhoover894,1.0,0.5,0.0,1.0
Rhoyalty,0.0,0.0,0.0,0.0
rhtko,0.5,0.5,0.5,1.0
rhubarb,0.0,0.0,0.0,0.0
rhudson,0.0,0.0,0.0,0.0
RHUNTER189,0.0,0.0,0.0,0.0
rhutch717,0.0,0.0,0.0,0.0
rhu,0.25,1.0,0.0,0.95
Rhyme&Reason,0.0,0.727272727273,0.0,0.0
Rhymenoceros,0.0,0.0,0.0,0.0
rhyminsimyn,0.0,0.5,0.0,0.5
rhythmbomb,0.904761904762,0.952380952381,0.0,1.0
rhythmgen,0.0,0.0,0.0,0.0
rhythmicsugar,0.0,0.0,0.111111111111,0.111111111111
riaroso,0.0,0.0,0.0,0.0
Ribbons23,0.0,0.0,0.0,0.0
riboyken,0.384615384615,0.846153846154,0.923076923077,1.0
ribrahim,1.0,0.6,0.0,0.0
riburn3,1.0,0.384615384615,1.0,0.923076923077
ricangal,0.0,0.0,0.0,0.0
RICARDOC,0.0,0.0,0.0,0.0
RicardoDelamonte,0.0,0.538461538462,0.0769230769231,0.0
riccardo426,1.0,1.0,1.0,1.0
riccola,0.0,0.0,0.0,0.0
Rice83,0.0,0.0,0.0,0.0
Riceboy,1.0,1.0,1.0,1.0
Ricecakes1,0.0,0.0,0.0,0.0
ricecake,0.826086956522,0.739130434783,0.0434782608696,0.304347826087
ricenudles,0.857142857143,1.0,0.714285714286,1.0
riceowl03,0.0,0.0,0.0909090909091,0.0
riceowl,0.0,0.0,0.0,0.0
ricer06,0.0,0.0,0.0,0.0
ricetaa,0.0,0.0,0.0,0.0
ricewarror,0.0,0.0,0.0,0.0
ricflair,0.0,0.0,0.0,0.0
Rich2006,0.0,0.0,0.0,0.0
Rich335,0.0,0.0,0.0,0.0
richalvarez,0.333333333333,0.333333333333,0.0,1.0
richam,0.0,0.0,0.0,0.0
Richard1212,0.0,0.0,0.0,0.0
richard123,0.0,0.0,0.0,0.0
richard1981john,0.0,0.0,0.0,0.0
Richard4RollTide,0.0,0.0,0.0,0.0
RichardB4,0.0,0.0,0.0,0.0
richardblueberry,1.0,1.0,0.0,0.0
RichardBrunson,0.923076923077,0.0769230769231,1.0,1.0
richardchalme,0.0,0.0,0.0,0.0
richardevans,0.0,0.0,0.0,0.0
richardharris,0.0,0.166666666667,0.0,0.0
RichardParker,1.0,0.875,0.0,1.0
RichardPlantagenet,1.0,0.933333333333,1.0,1.0
richardstar2005,0.0,0.0,0.0,0.0
RichardStrable,0.0,0.0,0.0,0.0
richardvanders,0.0,0.0,0.0,0.0
richardvf,0.0,0.0,0.0,0.0
richarnd,1.0,1.0,1.0,1.0
richbiggs,0.0645161290323,0.903225806452,0.0645161290323,1.0
richeyrich,0.0,0.0,0.0,0.5
richgear,0.0,0.0,0.0,0.0
richie222,0.0,0.0,0.0,0.0
RichieAprile,0.4375,0.625,0.375,0.4375
richiebl147,0.0,0.0,0.0,0.0
richiebxlcr,0.0,0.0,0.0,0.0
richiep,0.0,0.0,0.0,0.0
RichieTheKid,0.0,0.0,0.0,0.0
Richie_Tenenbaum,0.0,0.0,0.0,0.0
richjmay,0.0,0.0,0.0,0.0
richk1234,0.0,0.0,0.0,0.0
richlr84,0.0,0.222222222222,0.0,0.666666666667
richm86,0.0,0.0,0.0,0.0
richpc2000,0.0,0.0,0.0,0.0
richpepsi,0.0,0.0,0.0,0.0
richplatinum,0.0,0.0,0.0,0.0
richtulane,0.0,0.0,0.0,1.0
richxu,0.0,0.0,0.0,0.0
richyrich,0.631578947368,0.631578947368,0.894736842105,0.894736842105
Rich,1.0,1.0,1.0,1.0
rick10,0.0,0.0,0.0,0.0
rick8481,0.0,0.666666666667,1.0,0.0
rickardo1313,0.0,0.0,0.0,0.0
rickblaine,0.6,1.0,0.0,0.0
RicketyCricket,0.0,0.0,0.0,0.0
rickfsu,0.0,0.0,0.0,0.0
rickga,0.0,0.0,0.0,0.0
rickgrimes08,0.0,0.0,0.0,0.0
rickjames,0.0,0.1,0.0,1.0
ricklaurkenn,0.0,0.0,0.0,0.0
rickliu,0.0,0.0,0.0,1.0
rickocracy,0.0,0.941176470588,0.0,1.0
rickro30,0.0,0.0,0.0,0.0
ricksays,1.0,0.0,1.0,1.0
rickster,0.833333333333,1.0,1.0,1.0
rickter,0.0,0.307692307692,0.0769230769231,1.0
rickvk,0.0,0.0,0.0,0.0
ricky1212,0.0,0.0,0.0,0.0
Ricky22,0.0,1.0,0.0,1.0
rickyb514,0.0,0.0,0.0,0.0
RickyBobby,0.0,0.714285714286,0.142857142857,0.857142857143
rickykap,0.0,0.0,0.0,0.0
rickykemph,0.0,0.0,0.0,0.0
RickyMartorana,0.0,0.0,0.0,0.0
RickysRenegade,1.0,0.555555555556,0.0,0.0
rickysuave,0.411764705882,0.764705882353,0.294117647059,1.0
rickytwoguns,0.0,0.0,0.0,0.0
rick,0.0,0.0,0.0,0.0
ricmik9,0.0,0.0,0.0,0.0
RicoJD,0.0,0.0,0.0,0.0
Ric,0.0,0.0,0.0,0.0
ridah1o1,0.0,0.0,0.0,0.0
riddler66,0.0,0.0,0.0,0.0
Riddler,0.0,0.0,0.0,0.0
RIDEAWAY,1.0,0.0,0.0,0.0
ridenrj,0.0,0.0,0.0,0.0
riderz12,0.6,0.6,0.0,1.0
ridethewalrus,0.0,0.0,0.0,0.0
ridgeoister,1.0,1.0,1.0,1.0
ridgeway155,1.0,0.214285714286,1.0,1.0
RidiculousIcculus,0.0,0.0,0.0,0.0
ridingthewaves,0.0,0.0,0.0,0.0
Ridonkulous1,0.0,0.0,0.0,0.0
Ridz,0.0,0.0,0.0,0.0
Riff,0.846153846154,0.307692307692,0.0,0.846153846154
rifka,0.230769230769,0.615384615385,0.0769230769231,0.846153846154
rift,0.0,0.0,0.0,0.0
rigby,0.0,1.0,0.0,0.0
rigel413,0.636363636364,0.454545454545,0.136363636364,0.727272727273
Riggio,0.0,0.0,0.0,0.0
riggityrao,0.833333333333,0.0,0.0,1.0
righteousash,0.0,0.0,0.0,0.0
righteouswillie,1.0,0.75,0.25,1.0
rightflankr,0.0,0.428571428571,0.428571428571,1.0
RIGHTisright,0.333333333333,0.0,0.666666666667,0.666666666667
rightlaw,0.69387755102,0.857142857143,0.918367346939,0.959183673469
RightPrice,1.0,1.0,1.0,1.0
RightWingConspiracy,0.0,0.0,0.0,0.0
rightwinger59,0.0,0.0,0.0,0.0
righty,0.0,0.875,0.0,0.0
rigmastft,0.909090909091,1.0,0.0,0.909090909091
rigs32,0.0,0.4,0.0,0.0
Rihana,0.0,0.0,0.0,0.0
Rika3787,0.0,0.0,0.0,0.0
rike,0.0,0.0,0.0,0.0
rikkif,0.75,1.0,1.0,1.0
rikkinyc,0.0,0.0,0.0,0.0
Rikki,0.0,0.0,0.0,0.0
riku33090,0.0,0.0,0.0,0.0
riles,0.333333333333,0.0,0.333333333333,0.333333333333
riley123,0.0,0.0,0.0,0.0
riley420,0.0,0.0,0.0,0.0
riley421,0.0,0.0,0.0,0.0
riley843,0.0,0.666666666667,0.0,0.666666666667
rileybarnes,0.0,0.0,0.0,0.0
rileyk,0.0434782608696,0.130434782609,0.0869565217391,1.0
rileynwu,0.0,0.0,0.0,0.0
rileyrl,0.0,0.0,0.0,0.0
rileysmom,0.0,0.0,0.0,0.0
RilkeChica,0.894736842105,1.0,1.0,1.0
rimrocker3121,0.833333333333,0.75,1.0,1.0
rinaball,0.0,0.0,0.0,0.0
rinacolada,0.0,0.0,0.0,0.0
ringgo,1.0,1.0,0.0,1.0
ringolaw,0.0,0.0,0.0,0.0
ringo,1.0,1.0,1.0,1.0
ringsfdh,0.0,0.0,0.0,0.0
ringzero,0.0,0.0,0.0,0.0
rinken,0.666666666667,0.833333333333,0.833333333333,0.833333333333
rinkrat19,0.857142857143,1.0,1.0,0.857142857143
rinoamint,0.0,0.0,0.0,0.0
rinzler,0.0434782608696,0.695652173913,0.0434782608696,0.0434782608696
rion91,0.909090909091,1.0,1.0,1.0
rionanana,0.0,0.0,0.0,0.0
riordan262,0.75,0.5,1.0,1.0
riotsims,0.0,0.0,0.0,0.0
Ripa841,0.0,0.0,0.0,0.0
riperose,0.666666666667,0.333333333333,0.666666666667,1.0
ripe,0.0,0.0,0.0,0.0
Ripper813,0.0,0.0,0.0,0.0
rireland,0.0,0.0,0.0,0.0
Ris84,0.0,0.0,0.0,0.0
risadavis,0.0,0.428571428571,0.0,0.428571428571
Rischardo,0.0,0.0,0.0,0.0
RiseAgainst,0.0,0.0,0.0,0.0
riseagra,0.0,1.0,0.0,0.0
Riser38,0.0,0.0,0.0,0.0
riseyrax,0.0,0.0,0.0,0.0
rishihara,0.0,0.0,0.0,0.0
rishi,0.0,0.0,0.0,0.0
rishster19,0.0,0.0,0.0,0.0
rising007,0.0,0.0,0.0,0.0
risingdragon,0.0,0.0,0.0,1.0
risingivy,0.833333333333,1.0,1.0,1.0
risjaju,0.0,0.0,0.0,0.0
Risk86,0.0,0.5,0.0,1.0
risktaker,0.533333333333,0.733333333333,0.333333333333,1.0
riskyasset,0.0,0.0,0.0,0.0
riskylist,0.0,0.125,0.125,0.0
risk,0.5,1.0,0.666666666667,1.0
risque,0.375,0.5,0.0,0.5
riss0016,0.0,0.0,0.0,0.0
Rissann,0.0,0.0,0.0,0.0
rissaroe,1.0,1.0,1.0,1.0
rita007,0.0,0.0,0.0,0.0
RitaBonita,0.0,0.0,0.0,0.0
ritachang,0.0,0.0,0.0,0.0
ritacodos,0.0,0.0,0.0,0.0
Ritadrake,0.0,0.0,0.0,0.0
ritakap,0.0,0.0,0.0,0.0
ritamburey,0.8,1.0,1.0,1.0
ritamontana,0.0,0.0,0.0,0.0
ritara,0.0,0.0,0.0,0.0
ritathecat1234,0.0,0.0,0.0,0.0
RitaTheLaw,0.0,0.0,0.0,0.0
ritaz,0.0,0.0,0.0,0.0
riter,0.0,0.0,0.0,0.0
ritterrd7,0.0,0.0,0.0,0.0
ritur4,0.0,0.0,0.0,0.0
Ritz82,0.0,0.0,0.0,0.0
ritzbitz218,0.0,0.0,0.0,0.0
Ritzoxy,0.0,0.0952380952381,0.190476190476,0.809523809524
rivalee,0.0,0.0,0.0,0.0
rivalwing,0.0,0.0,0.0,0.0
riva,0.0,0.0,0.0,0.0
rivedroitefille,1.0,1.0,0.0,1.0
rivendell,0.736842105263,0.684210526316,0.0,1.0
riverajr26,0.0,0.0714285714286,0.0,0.0
RiverPhoenixRising,0.5,0.25,0.25,0.375
Rivers711,1.0,0.9,1.0,1.0
Riverwake,0.0,0.0,0.0,0.0
rivington2,0.0,0.0,0.0,0.0
riwanicki,0.0,0.0,0.0,0.0
rizado,1.0,0.785714285714,1.0,1.0
rizz98,1.0,1.0,1.0,1.0
rizzoj3,0.0,0.0,0.0,0.0
rizzo,0.0,0.0,0.0,0.0
rj002j,0.933333333333,0.933333333333,1.0,1.0
rj127,0.0,0.0,0.230769230769,0.923076923077
rj178711,0.0,0.0,0.0,0.0
rjacobs762,0.6,0.8,0.8,1.0
RJamail,1.0,0.833333333333,0.166666666667,1.0
rjames75,0.0,0.0,0.0,0.0
Rjanvie3,1.0,1.0,1.0,1.0
rjaonhinn,0.0,0.0,0.0,0.0
Rjauburn10,0.0384615384615,0.0384615384615,0.0,0.0
rjbotz,0.0,0.0,0.0,0.0
rjbuckeye,0.0,0.0,0.0,0.0
rjc137,1.0,0.875,1.0,1.0
rjc2489,0.642857142857,0.571428571429,0.0714285714286,0.642857142857
RJCalla,0.0,0.0,0.0,0.0
rjcwalshu11,0.615384615385,0.461538461538,0.769230769231,1.0
rjd262,0.0,0.0,0.0,0.0
rjd805,0.0,0.0,0.0,0.0
RJDeck8,0.0,0.0,0.0,0.0
RJDotras,1.0,1.0,1.0,1.0
rjet24,0.0,0.0,0.0,0.0
rjf0018,0.0,0.0,0.0,0.0
rjf,0.0,0.0,0.0,0.0
rjgny,0.0,0.0,0.0,0.0
rjgomez713,0.0,0.0,0.0,0.0
rjm359,0.0,0.0,0.0,0.0
rjm4life,0.0,0.0,0.0,0.0
rjmcgove,0.0,0.0,0.0,0.0
rjmiller,0.714285714286,0.857142857143,0.0,1.0
RJM,0.0,0.0,0.0,0.0
rjobrien,0.0,0.0,0.0,0.0
rjohns25,0.0,0.0,0.0,1.0
rjoon1,0.0,0.0,0.0,0.0
rjparson,0.0,0.0,0.0,0.111111111111
rjrivera,0.0,0.0,0.0,0.0
rjrnc,0.777777777778,1.0,0.888888888889,1.0
RJROEGER86,0.0,0.0,0.0,0.0
RJR,0.25,0.333333333333,0.333333333333,0.666666666667
rjsmit1,0.0,0.0,0.0,0.0
RJSmith,0.0,0.0,0.0,0.0
rjsokay,0.0,0.0,0.0,0.0
rjspraitzar,0.0,0.0,0.0,0.0
rjstein,0.0,0.0,0.0,0.0
rjs,0.0,0.0,0.0,0.0
RK0713,0.0,0.0,0.0,0.0
rk1203,0.0,0.0,0.0,0.0
rk1,0.0,0.0,0.0,0.0
rk2002,0.0,0.0,0.0,0.0
rkam98,0.0,0.0,0.0,0.0
rkambha1,0.0,0.0,0.0,0.0
rkarr1,0.0,0.0,0.0,0.0
rkatz1,0.0,0.636363636364,0.0,0.0
rkb1989,1.0,0.9375,1.0,1.0
